Commodity,"Climate change, ecosystem quality, long term","Climate change, ecosystem quality, short term",Fisheries impact,Freshwater acidification,"Freshwater ecotoxicity, long term","Freshwater ecotoxicity, short term",Freshwater eutrophication,"Ionizing radiations, ecosystem quality","Land occupation, biodiversity","Land transformation, biodiversity","Marine acidification, long term","Marine acidification, short term","Marine ecotoxicity, long term","Marine ecotoxicity, short term",Marine eutrophication,"Photochemical ozone formation, ecosystem quality",Terrestrial acidification,"Terrestrial ecotoxicity, long term","Terrestrial ecotoxicity, short term",Thermally polluted water,"Water availability, freshwater ecosystem","Water availability, terrestrial ecosystem"
Cu concentrate from Au mine,0.3026411689105643,0.09056417043652641,3.550918818757084e-19,0.03293556157360801,0.0987390970656208,0.02168592877112882,9.98659684401498e-05,1.2879887202461149e-09,0.0490176471116308,0.1689506113405176,0.10931067343683827,0.011865909715272946,9.146632984104655e-08,2.7566412619801715e-07,0.003344739111021726,0.029229507852189206,0.06767602896852429,0.0033387304969858004,0.01006174027768199,0.0004753629085014536,1.1205070302608673e-05,5.16779110372687e-05
Cu concentrate from Cu mine,0.04096485912469698,0.012449018679274141,5.755201789484148e-20,0.016732114787231994,0.7012619062667693,0.001752466559231194,1.4822573134962327e-05,1.1055965893526025e-10,0.045770133101867526,0.0907808155905378,0.014644417238855335,0.0015896682918648084,6.628904885673488e-08,6.067024828104306e-07,0.0007824423022902068,0.015319691185239665,0.033301004537870584,0.002419677402417708,0.022144639865431404,5.600959642135475e-05,3.275301844579306e-06,1.236364141732227e-05
Au-Ag ingot,0.30264116886273756,0.09056417043994512,3.5509189249545447e-19,0.03293556161772047,0.09873909560983007,0.021685928688308022,9.986596851719984e-05,1.2879887703759984e-09,0.04901764660669135,0.16895061444104228,0.10931067342395119,0.011865909713874074,9.146633007625332e-08,2.756641124124073e-07,0.003344739108034089,0.029229507476795254,0.06767602879253096,0.0033387305055727835,0.010061739774507366,0.0004753629138243773,1.1205070738510397e-05,5.167791178235554e-05
Pb concentrate,0.30264117004626817,0.09056417080357354,3.550918938510577e-19,0.03293556135765172,0.09873909714389022,0.021685929003899488,9.98659700630742e-05,1.2879887186776086e-09,0.049017648089738915,0.16895060941721632,0.10931067384747668,0.011865909759848433,9.146633023424742e-08,2.756641155937618e-07,0.0033447391787153526,0.02922950738751138,0.0676760286347348,0.00333873051133838,0.01006173989062674,0.0004753629022455097,1.1205070363218595e-05,5.1677911237739934e-05
Zn concentrate,0.3026411660418194,0.09056416960202798,3.5509189696226225e-19,0.03293556131558827,0.09873909787733055,0.02168592884946996,9.98659673541303e-05,1.287988690344934e-09,0.04901764756427073,0.16895061596619243,0.10931067239281048,0.011865909601940798,9.146632917068257e-08,2.756641248023553e-07,0.003344739029826276,0.029229507450785935,0.06767602868689909,0.0033387304725176754,0.010061740226740378,0.00047536290003630526,1.12050702076122e-05,5.1677910574808955e-05
Au refined,0.040851478936740064,0.01244955361716661,2.7928409554903005e-20,0.01502557210016353,0.8560301235630561,0.0024505349160984986,4.434748151390995e-06,1.99588407014005e-11,0.004957271086622956,0.0060818548808264615,0.01471814277408784,0.0015976719068222117,1.7723107372785464e-08,6.502159462558162e-08,0.00046237140884541813,0.01621391221421497,0.02596181846623782,0.000647920449634474,0.0023732881224145146,1.4202039191618945e-05,3.8213098276341556e-07,0.000159380270366555
Ag refined,0.040851477664957954,0.012449553234478584,2.792840935612828e-20,0.015025571863271029,0.8560301270256915,0.002450534871578865,4.434748089287537e-06,1.9958840490348138e-11,0.004957271063875444,0.006081854718342634,0.01471814231248081,0.001597671856714045,1.7723107440849276e-08,6.502159217018853e-08,0.00046237140033960315,0.01621391185837029,0.025961818089799815,0.0006479204521153697,0.002373288032792668,1.4202038852588819e-05,3.8213097422265625e-07,0.00015938026889930753
Fe concentrate,0.28129687920107427,0.08915986947372602,3.24244014888159e-19,0.03474125431528644,0.04645562608781369,0.013361582088434819,0.001297123717502312,9.230160111689226e-10,0.08391030185688347,0.22927029168072438,0.09853096004575575,0.010695627453867932,6.304539944106644e-08,5.8918655278742025e-08,0.003931777057616276,0.04226218187110974,0.06034515418423377,0.0023012592616034086,0.0021505308728146364,0.000252285715654136,8.718032776363702e-06,2.845025457576146e-05
Ni concentrate,0.2873329267376905,0.08806047478071516,2.6057714547690204e-19,0.025736745564635916,0.047902708796691944,0.008549002202621588,7.69235547022289e-05,3.375785795210504e-11,0.057188707848391016,0.2686538350803621,0.10252613375554083,0.011129409188162416,5.0328062331560756e-08,5.504644793631959e-08,0.0024973037560088226,0.044077583717592066,0.05107499807495339,0.001837053412442959,0.0020091953171107067,3.3248020459236584e-05,1.8126190661169597e-06,0.001311826284158913
